nodeID,xcoord,ycoord,floor,building,nodeType,longName,Short Name,teamAssigned
BHALL032F2,2554,1472,F2,45 Francis,HALL,Hallway Intersection 32 Level 2,BHALL03202,F
BHALL033F2,2782,1280,F2,45 Francis,HALL,Hallway Intersection 33 Level 2,BHALL03302,F
BHALL034F2,2166,1028,F2,45 Francis,HALL,Hallway Intersection 34 Level 2,BHALL03402,F
BHALL035F2,2246,1028,F2,45 Francis,HALL,Hallway Intersection 35 Level 2,BHALL03502,F
BHALL036F2,2279,762,F2,45 Francis,HALL,Hallway Intersection 36 Level 2,BHALL03602,F
BHALL037F2,2322,641,F2,45 Francis,HALL,Hallway Intersection 37 Level 2,BHALL03702,F
BHALL038F2,2279,786,F2,45 Francis,HALL,Hallway Intersection 38 Level 2,BHALL03802,F
BHALL041F2,2678,1067,F2,45 Francis,HALL,Hallway Intersection 41 Level 2,BHALL04102,F
BHALL042F2,2761,1067,F2,45 Francis,HALL,Hallway Intersection 42 Level 2,BHALL04202,F
BHALL043F2,2782,1067,F2,45 Francis,HALL,Hallway Intersection 43 level 2,BHALL04302,F
BHALL044F2,3063,963,F2,45 Francis,HALL,Hallway Intersection 44 Level 2,BHALL04402,F
CHALL001L1,1732,924,L1,Tower,HALL,Hallway 1 Floor L1,CHALL001L1,F
CHALL001L2,2360,854,L2,45 Francis,HALL,Hallway K Elevator Floor L2,CHALL001L2,F
CHALL002L1,2445,1043,L1,45 Francis,HALL,Hallway 2 Floor L1,CHALL002L1,F
CHALL002L2,2270,904,L2,45 Francis,HALL,Hallway 2 Floor L2,CHALL002L2,F
CHALL003L1,2445,1284,L1,45 Francis,HALL,Hallway 3 Floor L1,CHALL003L1,F
CHALL003L2,2215,904,L2,45 Francis,HALL,Hallway 3 Floor L2,CHALL003L2,F
CHALL004L1,2770,1070,L1,45 Francis,HALL,Hallway 4 Floor L1,CHALL004L1,F
CHALL004L2,2130,904,L2,45 Francis,HALL,Hallway 4 Floor L2,CHALL004L2,F
CHALL005L1,1750,1284,L1,Tower,HALL,Hallway 5 Floor L1,CHALL005L1,F
CHALL005L2,1745,1280,L2,Tower,HALL,Hallway 5 Floor L2,CHALL005L2,F
CHALL006L1,2130,1284,L1,Tower,HALL,Hallway 6 Floor L1,CHALL006L1,F
CHALL006L2,1745,1009,L2,Tower,HALL,Hallway 6 Floor L2,CHALL006L2,F
CHALL007L1,2130,1045,L1,Tower,HALL,Hallway 7 Floor L1,CHALL007L1,F
CHALL007L2,1730,1009,L2,Tower,HALL,Hallway 7 Floor L2,CHALL007L2,F
CHALL008L1,2215,1045,L1,45 Francis,HALL,Hallway 8 Floor L1,CHALL008L1,F
CHALL008L2,1730,924,L2,Tower,HALL,Hallway 8 Floor L2,CHALL008L2,F
CHALL009L1,2220,904,L1,45 Francis,HALL,Hallway 9 Floor L1,CHALL009L1,F
CHALL009L2,1730,849,L2,Tower,HALL,Hallway 9 Floor L2,CHALL009L2,F
CHALL010L1,2265,904,L1,45 Francis,HALL,Hallway 10 Floor L1,CHALL010L1,F
CHALL010L2,2130,849,L2,Tower,HALL,Hallway 10 Floor L2,CHALL010L2,F
CHALL011L1,2360,849,L1,45 Francis,HALL,Hallway 11 Floor L1,CHALL011L1,F
CHALL012L1,2130,904,L1,45 Francis,HALL,Hallway 12 Floor L1,CHALL012L1,F
CHALL013L1,2130,844,L1,45 Francis,HALL,Hallway 13 Floor L1,CHALL013L1,F
CHALL014L1,1845,924,L1,Tower,HALL,Hallway 14 Floor L1,CHALL014L1,F
CHALL015L1,2300,849,L1,45 Francis,HALL,Hallway 15 Floor L1,CHALL015L1,F
DHALL001F2,4770,1140,F2,15 Francis,HALL,Hallway 1 Floor 2,DHALL00102,F
DHALL002F2,4750,1080,F2,15 Francis,HALL,Hallway 2 Floor 2,DHALL00202,F
DHALL003F2,4725,995,F2,15 Francis,HALL,Hallway 3 Floor 2,DHALL00302,F
DHALL004F2,4785,975,F2,15 Francis,HALL,Hallway 4 Floor 2,DHALL00402,F
DHALL005F2,4705,925,F2,15 Francis,HALL,Hallway 5 Floor 2,DHALL00502,F
DHALL006F2,4690,870,F2,15 Francis,HALL,Hallway 6 Floor 2,DHALL00602,F
DHALL007F2,4675,820,F2,15 Francis,HALL,Hallway 7 Floor 2,DHALL00702,F
DHALL008F2,4660,770,F2,15 Francis,HALL,Hallway 8 Floor 2,DHALL00802,F
DHALL009F2,4635,680,F2,15 Francis,HALL,Hallway 9 Floor 2,DHALL00902,F
DHALL010F2,4625,650,F2,15 Francis,HALL,Hallway 10 Floor 2,DHALL01002,F
DHALL011F2,4605,655,F2,15 Francis,HALL,Hallway 11 Floor 2,DHALL01102,F
DHALL012F2,4570,555,F2,15 Francis,HALL,Hallway 12 Floor 2,DHALL01202,F
DHALL013F2,4545,460,F2,15 Francis,HALL,Hallway 13 Floor 2,DHALL01302,F
DHALL014F2,4570,455,F2,15 Francis,HALL,Hallway 14 Floor 2,DHALL01402,F
DHALL015F2,4555,390,F2,15 Francis,HALL,Hallway 15 Floor 2,DHALL01502,F
DHALL016F2,4480,580,F2,15 Francis,HALL,Hallway 16 Floor 2,DHALL01602,F
DHALL017F2,4390,605,F2,15 Francis,HALL,Hallway 17 Floor 2,DHALL01702,F
DHALL018F2,4385,585,F2,15 Francis,HALL,Hallway 18 Floor 2,DHALL01802,F
DHALL019F2,4340,625,F2,15 Francis,HALL,Hallway 19 Floor 2,DHALL01902,F
DHALL020F2,4310,585,F2,15 Francis,HALL,Hallway 20 Floor 2,DHALL02002,F
DHALL021F2,4295,530,F2,15 Francis,HALL,Hallway 21 Floor 2,DHALL02102,F
DHALL022F2,4280,475,F2,15 Francis,HALL,Hallway 22 Floor 2,DHALL02202,F
DHALL023F2,4270,440,F2,15 Francis,HALL,Hallway 23 Floor 2,DHALL02302,F
DHALL024F2,4280,435,F2,15 Francis,HALL,Hallway 24 Floor 2,DHALL02402,F
DHALL025F2,4290,470,F2,15 Francis,HALL,Hallway 25 Floor 2,DHALL02502,F
DHALL026F2,4270,650,F2,15 Francis,HALL,Hallway 26 Floor 2,DHALL02602,F
DHALL027F2,4285,715,F2,15 Francis,HALL,Hallway 27 Floor 2,DHALL02702,F
DHALL028F2,4220,660,F2,15 Francis,HALL,Hallway 28 Floor 2,DHALL02802,F
DHALL029F2,4185,665,F2,15 Francis,HALL,Hallway 29 Floor 2,DHALL02902,F
DHALL030F2,4140,680,F2,15 Francis,HALL,Hallway 30 Floor 2,DHALL03002,F
DHALL031F2,4130,650,F2,15 Francis,HALL,Hallway 31 Floor 2,DHALL03102,F
DHALL032F2,4020,715,F2,15 Francis,HALL,Hallway 32 Floor 2,DHALL03202,F
DHALL033F2,4000,645,F2,15 Francis,HALL,Hallway 33 Floor 2,DHALL03302,F
DHALL034F2,3925,740,F2,15 Francis,HALL,Hallway 34 Floor 2,DHALL03402,F
DHALL035F2,3945,790,F2,15 Francis,HALL,Hallway 35 Floor 2,DHALL03502,F
DHALL036F2,3955,830,F2,15 Francis,HALL,Hallway 36 Floor 2,DHALL03602,F
DHALL037F2,3965,860,F2,15 Francis,HALL,Hallway 37 Floor 2,DHALL03702,F
DHALL038F2,3970,880,F2,15 Francis,HALL,Hallway 38 Floor 2,DHALL03802,F
DHALL039F2,3980,910,F2,15 Francis,HALL,Hallway 39 Floor 2,DHALL03902,F
DHALL040F2,3910,685,F2,15 Francis,HALL,Hallway 40 Floor 2,DHALL04002,F
DHALL041F2,3875,560,F2,15 Francis,HALL,Hallway 41 Floor 2,DHALL04102,F
DHALL042F2,3870,540,F2,15 Francis,HALL,Hallway 42 Floor 2,DHALL04202,F
DHALL043F2,3865,750,F2,15 Francis,HALL,Hallway 43 Floor 2,DHALL04302,F
DHALL044F2,3860,725,F2,15 Francis,HALL,Hallway 44 Floor 2,DHALL04402,F
DHALL045F2,3775,745,F2,15 Francis,HALL,Hallway 45 Floor 2,DHALL04502,F
DHALL046F2,3825,760,F2,15 Francis,HALL,Hallway 46 Floor 2,DHALL04602,F
DHALL047F2,3745,780,F2,15 Francis,HALL,Hallway 47 Floor 2,DHALL04702,F
DHALL048F2,3655,805,F2,15 Francis,HALL,Hallway 48 Floor 2,DHALL04802,F
DHALL049F2,3645,775,F2,15 Francis,HALL,Hallway 49 Floor 2,DHALL04902,F
DHALL050F2,3630,810,F2,15 Francis,HALL,Hallway 50 Floor 2,DHALL05002,F
DHALL051F2,3575,825,F2,15 Francis,HALL,Hallway 51 Floor 2,DHALL05102,F
DHALL052F2,3555,730,F2,15 Francis,HALL,Hallway 52 Floor 2,DHALL05202,F
DHALL053F2,3525,840,F2,15 Francis,HALL,Hallway 53 Floor 2,DHALL05302,F
DHALL054F2,3490,845,F2,15 Francis,HALL,Hallway 54 Floor 2,DHALL05402,F
DHALL055F2,3450,850,F2,15 Francis,HALL,Hallway 55 Floor 2,DHALL05502,F
DHALL056F2,3440,800,F2,15 Francis,HALL,Hallway 56 Floor 2,DHALL05602,F
DHALL057F2,3480,790,F2,15 Francis,HALL,Hallway 57 Floor 2,DHALL05702,F
DHALL058F2,3510,790,F2,15 Francis,HALL,Hallway 58 Floor 2,DHALL05802,F
DHALL059F2,3420,850,F2,15 Francis,HALL,Hallway 59 Floor 2,DHALL05902,F
DHALL060F2,4330,580,F2,15 Francis,HALL,Hallway 60 Floor 2,DHALL06002,F
EHALL003F1,2240,910,F1,45 Francis,HALL,Hallway Node 1 Floor 1,EHALL00301,F
EHALL004F1,2275,910,F1,45 Francis,HALL,Hallway Node 2 Floor 1,EHALL00401,F
EHALL005F1,2290,910,F1,45 Francis,HALL,Hallway Node 3 Floor 1,EHALL00501,F
EHALL006F1,2385,910,F1,45 Francis,HALL,Hallway Node 4 Floor 1,EHALL00601,F
EHALL007F1,2385,860,F1,45 Francis,HALL,Hallway Node 5 Floor 1,EHALL00701,F
EHALL008F1,2460,910,F1,45 Francis,HALL,Hallway Node 6 Floor 1,EHALL00801,F
EHALL009F1,2585,910,F1,45 Francis,HALL,Hallway Node 7 Floor 1,EHALL00901,F
EHALL010F1,2585,890,F1,45 Francis,HALL,Hallway Node 8 Floor 1,EHALL01001,F
EHALL011F1,2610,910,F1,45 Francis,HALL,Hallway Node 9 Floor 1,EHALL01101,F
EHALL012F1,2610,954,F1,45 Francis,HALL,Hallway Node 10 Floor 1,EHALL01201,F
EHALL013F1,2660,954,F1,45 Francis,HALL,Hallway Node 11 Floor 1,EHALL01301,F
EHALL014F1,2660,979,F1,45 Francis,HALL,Hallway Node 12 Floor 1,EHALL01401,F
EHALL015F1,2675,910,F1,45 Francis,HALL,Hallway Node 13 Floor 1,EHALL01501,F
EHALL016F1,2910,910,F1,45 Francis,HALL,Hallway Node 14 Floor 1,EHALL01601,F
EHALL017F1,2910,907,F1,45 Francis,HALL,Hallway Node 15 Floor 1,EHALL01701,F
EHALL018F1,2925,910,F1,45 Francis,HALL,Hallway Node 16 Floor 1,EHALL01801,F
EHALL019F1,2960,900,F1,45 Francis,HALL,Hallway Node 17 Floor 1,EHALL01901,F
EHALL020F1,2950,745,F1,45 Francis,HALL,Hallway Node 18 Floor 1,EHALL02001,F
EHALL021F1,3230,880,F1,45 Francis,HALL,Hallway Node 19 Floor 1,EHALL02101,F
EHALL022F1,3270,875,F1,45 Francis,HALL,Hallway Node 20 Floor 1,EHALL02201,F
EHALL023F1,3325,870,F1,45 Francis,HALL,Hallway Node 21 Floor 1,EHALL02301,F
EHALL024F1,2770,1010,F1,45 Francis,HALL,Hallway Node 22 Floor 1,EHALL02401,F
EHALL025F1,2925,980,F1,45 Francis,HALL,Hallway Node 23 Floor 1,EHALL02501,F
EHALL026F1,3085,980,F1,45 Francis,HALL,Hallway Node 24 Floor 1,EHALL02601,F
EHALL027F1,3085,1000,F1,45 Francis,HALL,Hallway Node 25 Floor 1,EHALL02701,F
EHALL028F1,2925,1050,F1,45 Francis,HALL,Hallway Node 26 Floor 1,EHALL02801,F
EHALL029F1,2770,1070,F1,45 Francis,HALL,Hallway Node 27 Floor 1,EHALL02901,F
EHALL030F1,2790,1070,F1,45 Francis,HALL,Hallway Node 28 Floor 1,EHALL03001,F
EHALL031F1,2790,1460,F1,45 Francis,HALL,Hallway Node 29 Floor 1,EHALL03101,F
EHALL032F1,2670,1380,F1,45 Francis,HALL,Hallway Node 30 Floor 1,EHALL03201,F
EHALL033F1,2605,1380,F1,45 Francis,HALL,Hallway Node 31 Floor 1,EHALL03301,F
EHALL034F1,2835,1460,F1,45 Francis,HALL,Hallway Node 32 Floor 1,EHALL03401,F
EHALL035F1,2760,1460,F1,45 Francis,HALL,Hallway Node 33 Floor 1,EHALL03501,F
EHALL036F1,2760,1405,F1,45 Francis,HALL,Hallway Node 34 Floor 1,EHALL03601,F
FHALL001F1,2055,910,F1,Tower,HALL,Lower Pike Hallway Exit Lobby,FHALL00101,F
FHALL002F1,2026,910,F1,Tower,HALL,Lobby Shattuck Street,FHALL00201,F
FHALL003F1,2017,910,F1,Tower,HALL,Shattuck Street Lobby 1,FHALL00301,F
FHALL004F1,1973,910,F1,Tower,HALL,Shattuck Street Lobby 2,FHALL00401,F
FHALL005F1,1950,910,F1,Tower,HALL,Shattuck Street Lobby 3,FHALL00501,F
FHALL006F1,1869,930,F1,Tower,HALL,Tower Lobby Entrance 1,FHALL00601,F
FHALL007F1,1758,930,F1,Tower,HALL,Tower Elevator Entrance,FHALL00701,F
FHALL008F1,1758,850,F1,Tower,HALL,Tower Hallway 1,FHALL00801,F
FHALL009F1,1627,850,F1,Tower,HALL,Tower Hallway 2,FHALL00901,F
FHALL010F1,1627,802,F1,Tower,HALL,Tower Hallway 3,FHALL01001,F
FHALL011F1,1627,930,F1,Tower,HALL,Tower Hallway 4,FHALL01101,F
FHALL012F1,1548,930,F1,Tower,HALL,Tower Staff Entrance,FHALL01201,F
FHALL013F1,1627,825,F1,Tower,HALL,Tower Hallway 5,FHALL01301,F
FHALL014F1,1627,1029,F1,Tower,HALL,Tower Hallway 6,FHALL01401,F
FHALL015F1,1627,1060,F1,Tower,HALL,Tower Hallway 7,FHALL01501,F
FHALL016F1,1758,1060,F1,Tower,HALL,Tower Hallway 8,FHALL01601,F
FHALL017F1,1721,956,F1,Tower,HALL,Tower Hallway 9,FHALL01701,F
FHALL018F1,1758,956,F1,Tower,HALL,Tower Hallway 10,FHALL01801,F
FHALL019F1,1758,1120,F1,Tower,HALL,Tower Hallway 11,FHALL01901,F
FHALL020F1,1700,1120,F1,Tower,HALL,Tower Hallway 12,FHALL02001,F
FHALL021F1,1769,1146,F1,Tower,HALL,Tower Hallway Entrance,FHALL02101,F
FHALL022F1,1769,1280,F1,Tower,HALL,Hallway Lobby Entrance,FHALL02201,F
FHALL023F1,1845,1280,F1,Tower,HALL,Lobby Hallway 1,FHALL02301,F
FHALL024F1,1965,1280,F1,Tower,HALL,Lobby Hallway 2,FHALL02401,F
FHALL025F1,1965,1239,F1,Tower,HALL,Lobby Hallway 3,FHALL02501,F
FHALL026F1,2026,1239,F1,Tower,HALL,Lobby Hallway 4,FHALL02601,F
FHALL027F1,2066,1239,F1,Tower,HALL,Lobby Hallway 7,FHALL02701,F
FHALL028F1,1748,1280,F1,Tower,HALL,Lobby Entrance Hallway,FHALL02801,F
FHALL029F1,1700,1280,F1,Tower,HALL,75 Lobby,FHALL02901,F
FHALL030F1,1645,1246,F1,Tower,HALL,Lobby Hallway 5,FHALL03001,F
FHALL031F1,2026,976,F1,Tower,HALL,Lobby Hallway 6,FHALL03101,F
FHALL032F1,1758,1029,F1,Tower,HALL,Tower Hallway 13,FHALL03201,F
FHALL033F1,2066,1282,F1,Tower,HALL,Emergency Hallway,FHALL03301,F
GHALL001F2,1170,1780,F2,Shapiro,HALL,Hall Node 1 Floor 2,GHALL00102,F
GHALL001F3,1562,2230,F3,Shapiro,HALL,Hallway Node 1 Floor 3,GHALL00103,F
GHALL001L2,1730,1584,L2,Shapiro,HALL,Hallway MapNode 1 Floor L2,GHALL001L2,F
GHALL002F1,1722,1832,F1,Shapiro,HALL,Hallway MapNode 2 Floor 1,GHALL00201,F
GHALL002F2,1168,1820,F2,Shapiro,HALL,Hall Node 2 Floor 2,GHALL00202,F
GHALL002F3,1580,2230,F3,Shapiro,HALL,Hallway Node 2 Floor 3,GHALL00203,F
GHALL002L1,1702,2167,L1,Shapiro,HALL,Hallway MapNode 2 Floor L1,GHALL002L1,F
GHALL003F1,1705,1831,F1,Shapiro,HALL,Hallway MapNode 3 Floor 1,GHALL00301,F
GHALL003F2,1231,1781,F2,Shapiro,HALL,Hall Node 3 Floor 2,GHALL00302,F
GHALL003F3,1580,2180,F3,Shapiro,HALL,Hallway Node 3 Floor 3,GHALL00303,F
GHALL003L1,1688,2167,L1,Shapiro,HALL,Hallway MapNode 3 Floor L1,GHALL003L1,F
GHALL004F2,1230,1820,F2,Shapiro,HALL,Hall Node 4 Floor 2,GHALL00402,F
GHALL004L1,1666,2167,L1,Shapiro,HALL,Hallway MapNode 4 Floor L1,GHALL004L1,F
GHALL005F2,1283,1781,F2,Shapiro,HALL,Hall Node 5 Floor 2,GHALL00502,F
GHALL005L1,1688,2131,L1,Shapiro,HALL,Hallway MapNode 5 Floor L1,GHALL005L1,F
GHALL005L2,1642,2089,L2,Shapiro,HALL,Hallway MapNode 5 Floor L2,GHALL005L2,F
GHALL006F1,1707,2015,F1,Shapiro,HALL,Hallway MapNode 6 Floor 1,GHALL00601,F
GHALL006F3,1685,2142,F3,Shapiro,HALL,Hallway Node 6 Floor 3,GHALL00603,F
GHALL006L1,1665,2116,L1,Shapiro,HALL,Hallway MapNode 6 Floor L1,GHALL006L1,F
GHALL007F1,1708,2092,F1,Shapiro,HALL,Hallway MapNode 7 Floor 1,GHALL00701,F
GHALL007F3,1685,2230,F3,Shapiro,HALL,Hallway Node 7 Floor 3,GHALL00703,F
GHALL007L2,1578,2089,L2,Shapiro,HALL,Hallway MapNode 7 Floor L2,GHALL007L2,F
GHALL008F1,1707,2152,F1,Shapiro,HALL,Hallway MapNode 8 Floor 1,GHALL00801,F
GHALL008F3,1685,2106,F3,Shapiro,HALL,Hallway Node 8 Floor 3,GHALL00803,F
GHALL008L2,1577,2195,L2,Shapiro,HALL,Hallway MapNode 8 Floor L2,GHALL008L2,F
GHALL009F1,1707,2164,F1,Shapiro,HALL,Hallway MapNode 9 Floor 1,GHALL00901,F
GHALL009L2,1578,2031,L2,Shapiro,HALL,Hallway MapNode 9 Floor L2,GHALL009L2,F
GHALL010F1,1673,2165,F1,Shapiro,HALL,Hallway MapNode 10 Floor 1,GHALL01001,F
GHALL010F2,1340,1820,F2,Shapiro,HALL,Hall Node 10 Floor 2,GHALL01002,F
GHALL010F3,1580,2070,F3,Shapiro,HALL,Hallway Node 10 Floor 3,GHALL01003,F
GHALL010L2,1550,2031,L2,Shapiro,HALL,Hallway MapNode 10 Floor L2,GHALL010L2,F
GHALL011F2,1396,1781,F2,Shapiro,HALL,Hall Node 11 Floor 2,GHALL01102,F
GHALL011F3,1628,2070,F3,Shapiro,HALL,Hallway Node 11 Floor 3,GHALL01103,F
GHALL011L2,1550,1966,L2,Shapiro,HALL,Hallway MapNode 11 Floor L2,GHALL011L2,F
GHALL012F2,1395,1820,F2,Shapiro,HALL,Hall Node 12 Floor 2,GHALL01202,F
GHALL012L2,1512,1966,L2,Shapiro,HALL,Hallway MapNode 12 Floor L2,GHALL012L2,F
GHALL013F2,1450,1781,F2,Shapiro,HALL,Hall Node 13 Floor 2,GHALL01302,F
GHALL013F3,1580,2006,F3,Shapiro,HALL,Hallway Node 13 Floor 3,GHALL01303,F
GHALL013L2,1512,1909,L2,Shapiro,HALL,Hallway MapNode 13 Floor L2,GHALL013L2,F
GHALL014F1,1749,2151,F1,Shapiro,HALL,Hallway MapNode 14 Floor 1,GHALL01401,F
GHALL014F2,1450,1820,F2,Shapiro,HALL,Hall Node 14 Floor 2,GHALL01402,F
GHALL015F1,1749,2224,F1,Shapiro,HALL,Hallway MapNode 15 Floor 1,GHALL01501,F
GHALL015F2,1502,1781,F2,Shapiro,HALL,Hall Node 15 Floor 2,GHALL01502,F
GHALL016F1,1689,2225,F1,Shapiro,HALL,Hallway MapNode 16 Floor 1,GHALL01601,F
GHALL016F2,1502,1820,F2,Shapiro,HALL,Hall Node 16 Floor 2,GHALL01602,F
GHALL016L2,1512,1701,L2,Shapiro,HALL,Hallway MapNode 16 Floor L2,GHALL016L2,F
GHALL017F1,1605,2093,F1,Shapiro,HALL,Hallway MapNode 17 Floor 1,GHALL01701,F
GHALL017F2,1578,1820,F2,Shapiro,HALL,Hall Node 17 (Exit?) Floor 2,GHALL01702,F
GHALL017L2,1512,1539,L2,Shapiro,HALL,Hallway MapNode 17 Floor L2,GHALL017L2,F
GHALL018F2,1630,1801,F2,Shapiro,HALL,Hall Node 18 Floor 2,GHALL01802,F
GHALL020F2,1684,1801,F2,Shapiro,HALL,Hall Node 20 Floor 2,GHALL02002,F
GHALL021F1,1600,1830,F1,Shapiro,HALL,Hallway MapNode 21 Floor 1,GHALL02101,F
GHALL021F2,1683,1821,F2,Shapiro,HALL,Hall Node 21 Floor 2,GHALL02102,F
GHALL022F1,1601,1866,F1,Shapiro,HALL,Hallway MapNode 22 Floor 1,GHALL02201,F
GHALL022F2,1720,1801,F2,Shapiro,HALL,Hall Node 22 Floor 2,GHALL02202,F
GHALL023F2,1726,1835,F2,Shapiro,HALL,Hall Node 23 Floor 2,GHALL02302,F
GHALL024F1,1602,1928,F1,Shapiro,HALL,Hallway MapNode 24 Floor 1,GHALL02401,F
GHALL027F2,1726,1930,F2,Shapiro,HALL,Hall Node 27 Floor 2,GHALL02702,F
GHALL028F1,1270,1830,F1,Shapiro,HALL,Hallway MapNode 28 Floor 1,GHALL02801,F
GHALL029F1,1262,1850,F1,Shapiro,HALL,Hallway MapNode 29 Floor 1,GHALL02901,F
GHALL029F2,1728,2042,F2,Shapiro,HALL,Hall Node 29 Floor 2,GHALL02902,F
GHALL030F1,1256,1858,F1,Shapiro,HALL,Hallway MapNode 30 Floor 1,GHALL03001,F
GHALL030F2,1580,2090,F2,Shapiro,HALL,Hall Node 30 Floor 2,GHALL03002,F
GHALL031F1,1227,1859,F1,Shapiro,HALL,Hallway MapNode 31 Floor 1,GHALL03101,F
GHALL032F2,1684,2091,F2,Shapiro,HALL,Hall Node 32 Floor 2,GHALL03202,F
GHALL033F1,1255,1872,F1,Shapiro,HALL,Hallway MapNode 33 Floor 1,GHALL03301,F
GHALL033F2,1692,2124,F2,Shapiro,HALL,Hall Node 33 Floor 2,GHALL03302,F
GHALL034F1,1284,1872,F1,Shapiro,HALL,Hallway MapNode 34 Floor 1,GHALL03401,F
GHALL034F2,1724,2123,F2,Shapiro,HALL,Hall Node 34 Floor 2,GHALL03402,F
GHALL036F2,1580,2208,F2,Shapiro,HALL,Hall Node 36 Floor 2,GHALL03602,F
GHALL037F2,1692,2211,F2,Shapiro,HALL,Hall Node 37 Floor 2,GHALL03702,F
GHALL038F2,1726,2210,F2,Shapiro,HALL,Hall Node 38 Floor 2,GHALL03802,F
HHALL001F2,1875,925,F2,Tower,HALL,Hallway Connector 1,HHALL00102,F
HHALL001F3,1325,655,F3,Tower,HALL,Hallway Connector 1,HHALL00103,F
HHALL002F2,1955,900,F2,Tower,HALL,Hallway Connector 2,HHALL00202,F
HHALL002F3,1235,985,F3,Tower,HALL,Hallway Connector 2,HHALL00203,F
HHALL003F2,2035,900,F2,Tower,HALL,Hallway Connector 3,HHALL00302,F
HHALL003F3,1325,985,F3,Tower,HALL,Hallway Connector 3,HHALL00303,F
HHALL004F2,1875,1025,F2,Tower,HALL,Hallway Connector 4,HHALL00402,F
HHALL004F3,1325,1290,F3,Tower,HALL,Hallway Connector 4,HHALL00403,F
HHALL005F2,1825,1025,F2,Tower,HALL,Hallway Connector 5,HHALL00502,F
HHALL005F3,1680,1290,F3,Tower,HALL,Hallway Connector 5,HHALL00503,F
HHALL006F2,1775,1080,F2,Tower,HALL,Hallway Connector 6,HHALL00602,F
HHALL006F3,1735,925,F3,Tower,HALL,Hallway Connector 6,HHALL00603,F
HHALL007F2,1740,1165,F2,Tower,HALL,Hallway Connector 7,HHALL00702,F
HHALL007F3,1735,900,F3,Tower,HALL,Hallway Connector 7,HHALL00703,F
HHALL008F2,1740,1230,F2,Tower,HALL,Hallway Connector 8,HHALL00802,F
HHALL008F3,1735,865,F3,Tower,HALL,Hallway Connector 8,HHALL00803,F
HHALL009F2,1740,1280,F2,Tower,HALL,Hallway Connector 9,HHALL00902,F
HHALL009F3,1735,820,F3,Tower,HALL,Hallway Connector 9,HHALL00903,F
HHALL010F2,2055,1280,F2,Tower,HALL,Hallway Connector 10,HHALL01002,F
HHALL010F3,1785,820,F3,Tower,HALL,Hallway Connector 10,HHALL01003,F
HHALL011F3,1690,820,F3,Tower,HALL,Hallway Connector 11,HHALL01103,F
HHALL012F3,1600,820,F3,Tower,HALL,Hallway Connector 12,HHALL01203,F
HHALL013F3,1600,1030,F3,Tower,HALL,Hallway Connector 13,HHALL01303,F
HHALL014F3,1735,1030,F3,Tower,HALL,Hallway Connector 14,HHALL01403,F
HHALL015F3,1735,985,F3,Tower,HALL,Hallway Connector 15,HHALL01503,F
IHALL001F3,2255,1290,F3,45 Francis,HALL,Hallway Node 1,IHALL00103,F
IHALL002F3,2323,1290,F3,45 Francis,HALL,Hallway Node 2,IHALL00203,F
IHALL003F3,2448,1290,F3,45 Francis,HALL,Hallway Node 3,IHALL00303,F
IHALL004F3,2570,1290,F3,45 Francis,HALL,Hallway Node 4,IHALL00403,F
IHALL005F3,2730,1290,F3,45 Francis,HALL,Hallway Node 5,IHALL00503,F
IHALL006F3,2772,1290,F3,45 Francis,HALL,Hallway Node 6,IHALL00603,F
IHALL007F3,2772,1227,F3,45 Francis,HALL,Hallway Node 7,IHALL00703,F
IHALL008F3,2772,1147,F3,45 Francis,HALL,Hallway Node 8,IHALL00803,F
IHALL009F3,2649,1075,F3,45 Francis,HALL,Hallway Node 9,IHALL00903,F
IHALL010F3,2772,1075,F3,45 Francis,HALL,Hallway Node 10,IHALL01003,F
IHALL011F3,2922,1075,F3,45 Francis,HALL,Hallway Node 11,IHALL01103,F
IHALL012F3,2220,1034,F3,45 Francis,HALL,Hallway Node 12,IHALL01203,F
IHALL013F3,2323,1034,F3,45 Francis,HALL,Hallway Node 13,IHALL01303,F
IHALL014F3,2323,993,F3,45 Francis,HALL,Hallway Node 14,IHALL01403,F
IHALL015F3,2220,944,F3,45 Francis,HALL,Hallway Node 15,IHALL01503,F
IHALL016F3,2252,851,F3,45 Francis,HALL,Hallway Node 16,IHALL01603,F
IHALL017F3,2323,851,F3,45 Francis,HALL,Hallway Node 17,IHALL01703,F
IHALL018F3,2362,851,F3,45 Francis,HALL,Hallway Node 18,IHALL01803,F
IHALL019F3,2492,851,F3,45 Francis,HALL,Hallway Node 19,IHALL01903,F
IHALL020F3,2597,851,F3,45 Francis,HALL,Hallway Node 20,IHALL02003,F
IHALL022F3,2362,764,F3,45 Francis,HALL,Hallway Node 22,IHALL02203,F
PHALL001F2,4300,630,F2,45 Francis,HALL,Kiosk,PHALL00102,F
WHALL001F1,2160,910,F1,45 Francis,HALL,Hallway Connector 1 Floor 1,WHALL00101,F
WHALL001F2,3345,865,F2,45 Francis,HALL,Hallway Connector 1 Floor 2,WHALL00102,F
WHALL001F3,2060,1290,F3,45 Francis,HALL,Hallway Connector 1 Floor 3,WHALL00103,F
WHALL001L2,1745,1524,L2,Tower,HALL,Hallway Connector 1 Floor L2,WHALL001L2,F
WHALL002F1,2175,910,F1,45 Francis,HALL,Hallway Connector 2 Floor 1,WHALL00201,F
